algorithm,psnr,ssim,cr,latency_ms
rSVD,32.53752528524176,0.8748883059477371,6.1392037470725995,281.9485664367676
PCA,32.604224336230374,0.8772147872276327,6.1392037470725995,309.64136123657227
NMF,31.36019284317479,0.8649417249369525,6.1392037470725995,4427.496671676636
DCT,25.393679141097,0.7714395727406487,157.2864,55.899858474731445
