method,psnr_mean,ssim_mean,file_size_kb_mean,cr_mean,latency_ms_mean
JPEG Q=50,32.17381570095742,0.8996512307037356,43.465006510416664,28.75258268285369,3.382563591003418
JPEG Q=75,34.522130574577126,0.9331673772051395,65.64481608072917,18.959992770541486,1.9885202248891194
JPEG Q=95,40.56040907935196,0.9768738192691065,162.81201171875,7.433322392308209,2.5643507639567056
rSVD Adaptive (rho=95),30.912653888946878,0.8359395925981983,1295.0213216145833,3.568976611455233,654.8026700814565
