block_var,entropy,decay_rate,aspect,mean_intensity,std_dev,energy_top5,max_block_var,optimal_rank
1431.5253801345825,4.8857983307967245,0.11501022417947361,0.6666666666666666,119.76126098632812,34.53263240982979,0.9875195347007409,4741.445739746094,200
2048.462793111801,5.0573140541802095,0.12642965284975105,0.6666666666666666,108.74630991617839,44.729752039706085,0.9815928506655491,5697.183456420898,200
1765.356351017952,4.960247495511747,0.1265776615165351,0.6666666666666666,88.38654073079427,40.11371978075398,0.9777940409905127,4924.459457397461,200
990.9213360548019,4.326255777394085,0.13090968429537098,0.6666666666666666,142.85633595784506,27.807360834785346,0.99132327149885,7641.676498413086,200
548.1055614153544,3.701332281777888,0.13063243357451776,0.6666666666666666,56.36399841308594,21.658567445013066,0.9864360994119697,10075.366943359375,200
613.6181988318762,3.7436765597163912,0.12122804668496547,0.6666666666666666,31.209157307942707,20.99655389917073,0.9650825845784271,7985.013427734375,200
1085.207466284434,4.973100084975018,0.14058863407169037,0.6666666666666666,111.68380228678386,44.03228124305047,0.9773409104746394,6809.465759277344,200
1018.1895122130712,5.003937026781443,0.13704512466558946,0.6666666666666666,101.97130839029948,44.63059283776457,0.977107159463194,6002.404052734375,200
570.7671880722046,4.840186567893529,0.1482367324653064,0.6666666666666666,76.03465779622395,42.509516340476324,0.984100180998178,2514.3583984375,200
890.1055198113123,4.92015188410145,0.1323941937135384,1.5,131.8947270711263,34.388018709390906,0.9924430871520823,5356.400375366211,200
1123.1482776403427,5.006280205052031,0.1331907891042554,1.5,84.12621053059895,43.75892529005898,0.9656124574553048,8511.456787109375,200
1153.9867151975632,5.070028938944502,0.13392770662778894,1.5,78.38041178385417,45.30343963846318,0.9645347205291845,7962.397323608398,200
3020.729443470637,5.161697355780161,0.08749414415907704,0.6666666666666666,91.50338745117188,49.06934819758248,0.9383401180645262,8784.731384277344,200
3543.047125895818,5.1658326522188585,0.0848096629856761,0.6666666666666666,81.02163696289062,51.40193048141467,0.9156495119650556,11621.372985839844,200
2514.876878261566,5.064306654245815,0.08225254348032994,0.6666666666666666,67.51603698730469,44.715550035927755,0.913667919094904,7752.176742553711,200
1757.2544586658478,5.116090925639374,0.11653890132538251,0.6666666666666666,133.16755167643228,65.64826369933049,0.9921669160681443,6418.6865234375,200
1762.613413532575,5.1281777547364245,0.1206045534542211,0.6666666666666666,139.31223805745444,60.20860000107127,0.9932253816035815,7374.620056152344,200
1272.7798837423325,5.176419422449503,0.12377716300547081,0.6666666666666666,108.78121948242188,48.54093686101345,0.9926329973005272,6877.734130859375,200
1466.6646138429642,4.974188906957453,0.11698739527439025,0.6666666666666666,117.55901590983073,41.07687652619297,0.9781028102886402,8800.801132202148,200
1397.2797685861588,4.922640940392833,0.10852670785470402,0.6666666666666666,110.71676127115886,37.60929827092242,0.9761407471160857,6474.737045288086,200
1451.1555918057759,4.797007678703882,0.10581573783665418,0.6666666666666666,85.37254333496094,39.25469262734026,0.9571865415405645,4636.48828125,200
4239.155902981758,5.296196605023352,0.1040743336440227,0.6666666666666666,127.9621073404948,63.73849801214037,0.9518269518954355,8255.120849609375,200
